Word Ngram Statistic for 4-grams


RANK	NGramm	F
4532	she stands looking out	1
4533	to the window where	1
4534	away to the window	1
4535	phil phil she shares	1
4536	to them philip significantly	1
4537	back to them philip	1
4538	significantly oh indeed hmhm	1
4539	addresses or condescending to	1
4540	herself in me in	1
4541	interest herself in me	1
4542	in me in any	1
4543	condescending to interest herself	1
4544	or condescending to interest	1
4545	dolly serve you right	1
4546	clear dolly serve you	1
4547	you were in too	1
4548	to interest herself in	1
4549	turns back contemptuously to	1
4550	serve you right you	1
4551	indeed hmhm dolly ahah	1
4552	oh indeed hmhm dolly	1
4553	dolly perfectly valentine well	1
4554	philip significantly oh indeed	1
4555	them philip significantly oh	1
4556	hmhm dolly ahah philip	1
4557	satisfied turns back contemptuously	1
4558	gloria satisfied turns back	1
4559	way gloria satisfied turns	1
4560	any way gloria satisfied	1
4561	in any way gloria	1
4562	me in any way	1
4563	be seen doing such	1
4564	that he can lean	1
4565	chair so that he	1
4566	got over that infernal	1
4567	yet he goes to	1
4568	iron chair so that	1
4569	he can lean his	1
4570	gas yet he goes	1
4571	infernal gas yet he	1
4572	that infernal gas yet	1
4573	not got over that	1
4574	have not got over	1
4575	over that infernal gas	1
4576	at all sir dont	1
4577	he does not know	1
4578	get used to us	1
4579	sir philip impressively william	1
4580	william he does not	1
4581	all sir dont mention	1
4582	joke yesterday i was	1
4583	the iron chair so	1
4584	to the iron chair	1
4585	will get used to	1
4586	i was to be	1
4587	yesterday i was to	1
4588	prop his head as	1
4589	years waiter yes sir	1
4590	sir with gentle archness	1
4591	archness but i was	1
4592	on the little table	1
4593	yes sir with gentle	1
4594	waiter yes sir with	1
4595	years he said crampton	1
4596	eighteen years he said	1
4597	said crampton startled eighteen	1
4598	gentle archness but i	1
4599	with gentle archness but	1
4600	he said crampton startled	1
4601	sits he soon recovers	1
4602	he sits he soon	1
4603	as he sits he	1
4604	to prop his head	1
4605	table to prop his	1
4606	head as he sits	1
4607	elbows on the little	1
4608	little table to prop	1
4609	the little table to	1
4610	his elbows on the	1
4611	lean his elbows on	1
4612	can lean his elbows	1
4613	philip impressively william he	1
4614	so as to make	1
4615	make a third on	1
4616	on the side furthest	1
4617	back modestly to the	1
4618	to make a third	1
4619	as to make a	1
4620	next the steps and	1
4621	end next the steps	1
4622	steps and the other	1
4623	third on the side	1
4624	a third on the	1
4625	the steps and the	1
4626	covers one at the	1
4627	additional covers one at	1
4628	two additional covers one	1
4629	and lays the two	1
4630	table and lays the	1
4631	the two additional covers	1
4632	goes back modestly to	1
4633	luncheon table and lays	1
4634	modestly to the luncheon	1
4635	sir goes back modestly	1
4636	sure sir goes back	1
4637	im sure sir goes	1
4638	other so as to	1
4639	yes sir diplomatically dont	1
4640	mention it miss most	1
4641	dont mention it miss	1
4642	puzzled yes sir diplomatically	1
4643	diplomatically dont usually lunch	1
4644	sir diplomatically dont usually	1
4645	most happy im sure	1
4646	miss most happy im	1
4647	impressively william he does	1
4648	sir dont mention it	1
4649	it miss most happy	1
4650	happy im sure sir	1
4651	usually lunch with his	1
4652	dont usually lunch with	1
4653	with his family perhaps	1
4654	the other so as	1
4655	and the other so	1
4656	lunch with his family	1
4657	waiter puzzled yes sir	1
4658	us waiter puzzled yes	1
4659	with us waiter puzzled	1
4660	perhaps sir philip impressively	1
4661	family perhaps sir philip	1
4662	his family perhaps sir	1
4663	face of a relative	1
4664	freedom of being orphans	1
4665	and freedom of being	1
4666	the face of a	1
4667	a relative never known	1
4668	of a relative never	1
4669	orphans we have never	1
4670	being orphans we have	1
4671	now what have you	1
4672	peace and freedom of	1
4673	of being orphans we	1
4674	we have never seen	1
4675	mccomas your conduct is	1
4676	mr mccomas your conduct	1
4677	conduct is heartless here	1
4678	the unspeakable peace and	1
4679	enjoying the unspeakable peace	1
4680	your conduct is heartless	1
4681	seen the face of	1
4682	never seen the face	1
4683	have never seen the	1
4684	here you find a	1
4685	heartless here you find	1
4686	is heartless here you	1
4687	husband now what have	1
4688	in vain mccomas outraged	1
4689	her in vain mccomas	1
4690	know one crampton of	1
4691	my mother but wooed	1
4692	wooed her in vain	1
4693	vain mccomas outraged well	1
4694	town waiter cockeyed crampton	1
4695	this town waiter cockeyed	1
4696	of this town waiter	1
4697	you know one crampton	1
4698	do you know one	1
4699	one crampton of this	1
4700	to say to that	1
4701	you to say to	1
4702	your sister father and	1
4703	clandons husband now what	1
4704	have you to say	1
4705	say to that dolly	1
4706	mrs clandons husband now	1
4707	and mrs clandons husband	1
4708	mother but wooed her	1
4709	and your sister father	1
4710	father and your sister	1
4711	sister father and mrs	1
4712	unspeakable peace and freedom	1
4713	his tricks sir i	1
4714	to his tricks sir	1
4715	tried to put it	1
4716	but i was up	1
4717	up to his tricks	1
4718	tricks sir i saw	1
4719	up on me that	1
4720	it up on me	1
4721	put it up on	1
4722	he tried to put	1
4723	sir he tried to	1
4724	to put it up	1
4725	saw the idea coming	1
4726	i saw the idea	1
4727	sir i saw the	1
4728	eighteen years waiter yes	1
4729	startled eighteen years waiter	1
4730	crampton startled eighteen years	1
4731	idea coming into his	1
4732	was up to his	1
4733	i was up to	1
4734	the idea coming into	1
4735	into his head as	1
4736	coming into his head	1
4737	he knew you were	1
4738	on me that you	1
4739	you were his father	1
4740	father his long lost	1
4741	not seen you for	1
4742	that you were his	1
4743	me that you were	1
4744	find a family enjoying	1
4745	you find a family	1
4746	family enjoying the unspeakable	1
4747	his father his long	1
4748	were his father his	1
4749	a family enjoying the	1
4750	coming sir he tried	1
4751	were coming sir he	1
4752	you were coming sir	1
4753	as he knew you	1
4754	soon as he knew	1
4755	knew you were coming	1
4756	father not seen you	1
4757	you for eighteen years	1
4758	seen you for eighteen	1
4759	lost father not seen	1
4760	long lost father not	1
4761	his long lost father	1
4762	lays the two additional	1
4763	hung on the chimneypiece	1
4764	a frame hung on	1
4765	beside it to your	1
4766	an mrcs diploma in	1
4767	in a frame hung	1
4768	on the chimneypiece an	1
4769	left an mrcs diploma	1
4770	your left an mrcs	1
4771	to your left an	1
4772	door beside it to	1
4773	the door beside it	1
4774	it to your left	1
4775	not the usual tiny	1
4776	in not the usual	1
4777	morning in not the	1
4778	lodging in a terrace	1
4779	furnished lodging in a	1
4780	a furnished lodging in	1
4781	usual tiny london den	1
4782	diploma in a frame	1
4783	mrcs diploma in a	1
4784	the usual tiny london	1
4785	the best sitting room	1
4786	but the best sitting	1
4787	the hearth a neat	1
4788	into the room through	1
4789	through the window which	1
4790	which lights it you	1
4791	chair covered in black	1
4792	room through the window	1
4793	the room through the	1
4794	of the corners if	1
4795	one of the corners	1
4796	corners if you look	1
4797	window which lights it	1
4798	the window which lights	1
4799	the corners if you	1
4800	stool and bench with	1
4801	neat stool and bench	1
4802	a neat stool and	1
4803	on the hearth a	1
4804	leather on the hearth	1
4805	hearth a neat stool	1
4806	easy chair covered in	1
4807	black leather on the	1
4808	covered in black leather	1
4809	an easy chair covered	1
4810	chimneypiece an easy chair	1
4811	the chimneypiece an easy	1
4812	of a furnished lodging	1
4813	front at a fashionable	1
4814	sea front at a	1
4815	the sea front at	1
4816	a terrace on the	1
4817	in a terrace on	1
4818	on the sea front	1
4819	between the centre of	1
4820	and one of the	1
4821	room and one of	1
4822	way between the centre	1
4823	half way between the	1
4824	is half way between	1
4825	bench with vice tools	1
4826	fashionable watering place the	1
4827	a fashionable watering place	1
4828	under your nose facing	1
4829	is under your nose	1
4830	chair is under your	1
4831	the operating chair with	1
4832	place the operating chair	1
4833	terrace on the sea	1
4834	at a fashionable watering	1
4835	watering place the operating	1
4836	operating chair with a	1
4837	the room and one	1
4838	can tell act i	1
4839	never can tell act	1
4840	act i in a	1
4841	fine august morning in	1
4842	a fine august morning	1
4843	tell act i in	1
4844	room of a furnished	1
4845	sitting room of a	1
4846	best sitting room of	1
4847	a dentists operating room	1
4848	in a dentists operating	1
4849	i in a dentists	1
4850	and cylinder beside it	1
4851	it is half way	1
4852	beside it is half	1
4853	a gas pump and	1
4854	with a gas pump	1
4855	chair with a gas	1
4856	dentists operating room on	1
4857	on a fine august	1
4858	august morning in not	1
4859	cylinder beside it is	1
4860	room on a fine	1
4861	operating room on a	1
4862	crampton those steps make	1
4863	make me giddy he	1
4864	he passes his hand	1
4865	his forehead i have	1
4866	steps make me giddy	1
4867	those steps make me	1
4868	of his reefer jacket	1
4869	unfashionableness of his reefer	1
4870	reefer jacket wears a	1
4871	giddy he passes his	1
4872	me giddy he passes	1
4873	his reefer jacket wears	1
4874	by placing his hand	1
4875	moment by placing his	1
4876	a moment by placing	1
4877	steadies himself for a	1
4878	and steadies himself for	1
4879	for a moment by	1
4880	over his forehead i	1
4881	i have not got	1
4882	forehead i have not	1
4883	hand over his forehead	1
4884	his hand over his	1
4885	passes his hand over	1
4886	a light overcoat he	1
4887	of the terrace and	1
4888	he stops at the	1
4889	overcoat he stops at	1
4890	middle of the terrace	1
4891	terrace and steadies himself	1
4892	the terrace and steadies	1
4893	the chair left by	1
4894	at the chair left	1
4895	dolly turning for a	1
4896	light overcoat he stops	1
4897	stops at the chair	1
4898	chair left by mccomas	1
4899	with some idea of	1
4900	or with some idea	1
4901	idea of extenuating the	1
4902	wears a light overcoat	1
4903	jacket wears a light	1
4904	some idea of extenuating	1
4905	mccomas in the middle	1
4906	by mccomas in the	1
4907	left by mccomas in	1
4908	the unfashionableness of his	1
4909	extenuating the unfashionableness of	1
4910	of extenuating the unfashionableness	1
4911	himself for a moment	1
4912	the fireplace in the	1
4913	see the fireplace in	1
4914	least line of conscience	1
4915	lights it you will	1
4916	will see the fireplace	1
4917	fireplace in the middle	1
4918	could be traced between	1
4919	conscience could be traced	1
4920	of conscience could be	1
4921	the least line of	1
4922	if the least line	1
4923	line of conscience could	1
4924	the wall opposite you	1
4925	of the wall opposite	1
4926	middle of the wall	1
4927	look into the room	1
4928	you look into the	1
4929	if you look into	1
4930	opposite you with the	1
4931	you will see the	1
4932	it you will see	1
4933	wall opposite you with	1
4934	with the door beside	1
4935	you with the door	1
4936	mouth and quaintly squared	1
4937	fireworks waiter right miss	1
4938	be fireworks waiter right	1
4939	on the back of	1
4940	you william there will	1
4941	will be fireworks waiter	1
4942	waiter right miss you	1
4943	it crampton those steps	1
4944	of it crampton those	1
4945	back of it crampton	1
4946	hand on the back	1
4947	placing his hand on	1
4948	the back of it	1
4949	eyebrows if the least	1
4950	miss you may depend	1
4951	right miss you may	1
4952	set mouth and quaintly	1
4953	firm set mouth and	1
4954	and quaintly squared eyebrows	1
4955	me miss she goes	1
4956	there will be fireworks	1
4957	william there will be	1
4958	on me miss she	1
4959	into the hotel valentine	1
4960	miss she goes into	1
4961	difficulty about the important	1
4962	no difficulty about the	1
4963	terrifying power of intensely	1
4964	will be no difficulty	1
4965	there will be no	1
4966	about the important questions	1
4967	of intensely critical listening	1
4968	power of intensely critical	1
4969	manner and a terrifying	1
4970	a terrifying power of	1
4971	and a terrifying power	1
4972	intensely critical listening raise	1
4973	mccomas there will be	1
4974	there never is it	1
4975	questions there never is	1
4976	better dispose of the	1
4977	perhaps better dispose of	1
4978	had perhaps better dispose	1
4979	never is it is	1
4980	the important questions there	1
4981	be no difficulty about	1
4982	important questions there never	1
4983	it is the trifles	1
4984	is it is the	1
4985	articulated speech strong inexorable	1
4986	listening raise the impression	1
4987	by him to absolute	1
4988	produced by him to	1
4989	him to absolute tremendousness	1
4990	the impression produced by	1
4991	raise the impression produced	1
4992	as he enters is	1
4993	bearing as he enters	1
4994	is sufficiently imposing and	1
4995	impression produced by him	1
4996	menacing voice impressively articulated	1
4997	he enters is sufficiently	1
4998	strong inexorable manner and	1
4999	speech strong inexorable manner	1
5000	critical listening raise the	1
5001	impressively articulated speech strong	1
5002	voice impressively articulated speech	1
5003	inexorable manner and a	1
5004	my name is bohun	1
5005	stranger my name is	1
5006	the stranger my name	1
5007	tremendousness the stranger my	1
5008	absolute tremendousness the stranger	1
5009	to absolute tremendousness the	1
5010	think bohun we had	1
5011	one moment dead silence	1
5012	allow me sit down	1
5013	pray allow me sit	1
5014	statement you said just	1
5015	dead silence pray allow	1
5016	moment dead silence pray	1
5017	in two thunderous words	1
5018	them in two thunderous	1
5019	the fireplace finch my	1
5020	silence pray allow me	1
5021	to the fireplace finch	1
5022	two thunderous words one	1
5023	suppose bohun we had	1
5024	i suppose bohun we	1
5025	we can begin now	1
5026	begin now i suppose	1
5027	can begin now i	1
5028	bohun we had better	1
5029	mccomas we can begin	1
5030	minutes mccomas we can	1
5031	two minutes mccomas we	1
5032	over two minutes mccomas	1
5033	little over two minutes	1
5034	jug of claret cup	1
5035	words one moment dead	1
5036	drowning them in two	1
5037	so it is mrs	1
5038	crampton so it is	1
5039	humbly gloria takes the	1
5040	obey humbly gloria takes	1
5041	they obey humbly gloria	1
5042	dispose of the important	1
5043	we had perhaps better	1
5044	bohun we had perhaps	1
5045	crampton crampton so it	1
5046	first bohun mccomas there	1
5047	questions first bohun mccomas	1
5048	the saddlebag chair on	1
5049	takes the saddlebag chair	1
5050	the hearth valentine slips	1
5051	thunderous words one moment	1
5052	me sit down everybody	1
5053	saddlebag chair on the	1
5054	everybody they obey humbly	1
5055	down everybody they obey	1
5056	sit down everybody they	1
5057	on the hearth valentine	1
5058	chair on the hearth	1
5059	gloria takes the saddlebag	1
5060	bohun bows miss clandon	1
5061	crampton insisting on his	1
5062	clandon crampton insisting on	1
5063	i the honor of	1
5064	have i the honor	1
5065	awe have i the	1
5066	insisting on his rightful	1
5067	bows mr clandon crampton	1
5068	pounces on mccomas and	1
5069	mr clandon crampton insisting	1
5070	his rightful name as	1
5071	on his rightful name	1
5072	of addressing mrs clandon	1
5073	honor of addressing mrs	1
5074	bows bohun bows miss	1
5075	sinks faintly into a	1
5076	rightful name as angrily	1
5077	addressing mrs clandon mrs	1
5078	general awe have i	1
5079	bohun general awe have	1
5080	is bohun general awe	1
5081	clandon bows bohun bows	1
5082	mrs clandon bows bohun	1
5083	the honor of addressing	1
5084	i am sure all	1
5085	a thing maam thank	1
5086	such a thing maam	1
5087	you i am sure	1
5088	you please maam i	1
5089	sitting down i couldnt	1
5090	thing maam thank you	1
5091	couldnt let myself be	1
5092	i couldnt let myself	1
5093	down i couldnt let	1
5094	thank you i am	1
5095	maam thank you i	1
5096	seen doing such a	1
5097	at sitting down i	1
5098	line at sitting down	1
5099	the line at sitting	1
5100	draw the line at	1
5101	must draw the line	1
5102	really must draw the	1
5103	earnestly oh if you	1
5104	maam i really must	1
5105	please maam i really	1
5106	i really must draw	1
5107	if you please maam	1
5108	oh if you please	1
5109	faintly into a chair	1
5110	his powerful menacing voice	1
5111	but when he speaks	1
5112	mccomas protesting pray restrain	1
5113	when he speaks his	1
5114	him dance mccomas protesting	1
5115	powerful menacing voice impressively	1
5116	and disquieting but when	1
5117	dance mccomas protesting pray	1
5118	name is bohun general	1
5119	protesting pray restrain really	1
5120	imposing and disquieting but	1
5121	disquieting but when he	1
5122	ruthlessly sharpened one his	1
5123	a ruthlessly sharpened one	1
5124	logic a ruthlessly sharpened	1
5125	pray restrain really he	1
5126	enters is sufficiently imposing	1
5127	his bearing as he	1
5128	sufficiently imposing and disquieting	1
5129	speaks his powerful menacing	1
5130	he speaks his powerful	1
5131	one his bearing as	1
5132	restrain really he is	1
5133	sharpened one his bearing	1
5134	tears you in a	1
5135	chair at the table	1
5136	pardon maam im sure	1
5137	i beg pardon maam	1
5138	false nose walter he	1
5139	the table i beg	1
5140	at the table i	1
5141	walter he sinks faintly	1
5142	nose walter he sinks	1
5143	into a chair at	1
5144	table i beg pardon	1
5145	a chair at the	1
5146	he sinks faintly into	1
5147	in a false nose	1
5148	you in a false	1
5149	to restrain his tears	1
5150	his tears you in	1
5151	restrain his tears you	1
5152	a false nose walter	1
5153	unable to restrain his	1
5154	sir unable to restrain	1
5155	yes sir unable to	1
5156	brokenly yes sir unable	1
5157	as angrily as he	1
5158	name as angrily as	1
5159	now i suppose bohun	1
5160	billet is it philip	1
5161	philip i dont know	1
5162	know finch does he	1
5163	son of mr cramptons	1
5164	it philip i dont	1
5165	is it philip i	1
5166	cockeyed crampton sir of	1
5167	waiter cockeyed crampton sir	1
5168	sir of the crooked	1
5169	dont know finch does	1
5170	i dont know finch	1
5171	crampton sir of the	1
5172	lunch with us waiter	1
5173	crampton is coming to	1
5174	mr crampton is coming	1
5175	dear me philip mr	1
5176	cramptons dear me philip	1
5177	philip mr crampton is	1
5178	a son of mr	1
5179	mr cramptons dear me	1
5180	of mr cramptons dear	1
5181	sure a son of	1
5182	im sure a son	1
5183	sir im sure a	1
5184	crooked billet is it	1
5185	a public house mccomas	1
5186	the waiter comes out	1
5187	dear finch dont be	1
5188	keep a public house	1
5189	house mccomas rising scandalized	1
5190	public house mccomas rising	1
5191	cross mrs clandon gloria	1
5192	be cross mrs clandon	1
5193	dont be cross mrs	1
5194	coaxingly dear finch dont	1
5195	arm coaxingly dear finch	1
5196	finch dont be cross	1
5197	rising scandalized no no	1
5198	mccomas rising scandalized no	1
5199	no no no your	1
5200	the crooked billet is	1
5201	of the crooked billet	1
5202	scandalized no no no	1
5203	he keep a public	1
5204	does he keep a	1
5205	finch does he keep	1
5206	your father sir is	1
5207	no your father sir	1
5208	no no your father	1
5209	me philip mr crampton	1
5210	comes out with plates	1
5211	waiter comes out with	1
5212	with plates etc for	1
5213	how to behave themselves	1
5214	know how to behave	1
5215	out with plates etc	1
5216	nearly my father he	1
5217	very nearly my father	1
5218	was very nearly my	1
5219	indignation certainly not my	1
5220	by indignation certainly not	1
5221	plates etc for two	1
5222	is only our solicitor	1
5223	solicitor do you know	1
5224	our solicitor do you	1
5225	he is only our	1
5226	consequently he is only	1
5227	sh consequently he is	1
5228	certainly not my children	1
5229	children know how to	1
5230	to behave themselves philip	1
5231	only our solicitor do	1
5232	my children know how	1
5233	not my children know	1
5234	my father he wooed	1
5235	impressed oh beg pardon	1
5236	waiter impressed oh beg	1
5237	is a wellknown yacht	1
5238	an eminent man here	1
5239	here waiter impressed oh	1
5240	oh beg pardon sir	1
5241	builder an eminent man	1
5242	yacht builder an eminent	1
5243	wellknown yacht builder an	1
5244	sir is a wellknown	1
5245	father sir is a	1
5246	a wellknown yacht builder	1
5247	philip no william this	1
5248	themselves philip no william	1
5249	behave themselves philip no	1
5250	wooed my mother but	1
5251	he wooed my mother	1
5252	father he wooed my	1
5253	william this gentleman was	1
5254	man here waiter impressed	1
5255	eminent man here waiter	1
5256	no william this gentleman	1
5257	gentleman was very nearly	1
5258	this gentleman was very	1
5259	better wait until mrs	1
5260	had better wait until	1
5261	clandons husband arrives crampton	1
5262	mean im her husband	1
5263	husband arrives crampton what	1
5264	wait until mrs clandons	1
5265	this and his previous	1
5266	between this and his	1
5267	inconsistency between this and	1
5268	mrs clandons husband arrives	1
5269	until mrs clandons husband	1
5270	im her husband bohun	1
5271	butterfly on a wheel	1
5272	a butterfly on a	1
5273	breaking a butterfly on	1
5274	simply breaking a butterfly	1
5275	is simply breaking a	1
5276	this is simply breaking	1
5277	arrives crampton what dy	1
5278	finch my finch she	1
5279	my finch she pounces	1
5280	hearth valentine slips around	1
5281	dy mean im her	1
5282	what dy mean im	1
5283	previous statement you said	1
5284	we might have a	1
5285	so hot i think	1
5286	er oh yes its	1
5287	hot i think we	1
5288	have a jug of	1
5289	might have a jug	1
5290	yes its so hot	1
5291	oh yes its so	1
5292	a jug of claret	1
5293	clandon er oh yes	1
5294	mrs clandon er oh	1
5295	its so hot i	1
5296	bohun instantly pouncing on	1
5297	husband bohun instantly pouncing	1
5298	her husband bohun instantly	1
5299	his previous statement you	1
5300	and his previous statement	1
5301	the inconsistency between this	1
5302	we had better wait	1
5303	think we might have	1
5304	i think we might	1
5305	on the inconsistency between	1
5306	pouncing on the inconsistency	1
5307	instantly pouncing on the	1
5308	on a wheel what	1
5309	clandon gloria let us	1
5310	to be smoothed over	1
5311	is to be smoothed	1
5312	moment gloria proudly do	1
5313	any moment gloria proudly	1
5314	gloria let us go	1
5315	difference is to be	1
5316	that if this family	1
5317	matters that if this	1
5318	as we all hope	1
5319	over as we all	1
5320	smoothed over as we	1
5321	this dolly taking his	1
5322	his arm coaxingly dear	1
5323	taking his arm coaxingly	1
5324	against this dolly taking	1
5325	protest against this dolly	1
5326	i protest against this	1
5327	he may arrive at	1
5328	at any moment gloria	1
5329	gloria proudly do not	1
5330	dolly taking his arm	1
5331	arrive at any moment	1
5332	may arrive at any	1
5333	it matters that if	1
5334	you feel your next	1
5335	when you feel your	1
5336	dazed this is simply	1
5337	over it when you	1
5338	think over it when	1
5339	feel your next impulse	1
5340	and running round the	1
5341	it matter he sits	1
5342	does it matter he	1
5343	what does it matter	1
5344	wheel what does it	1
5345	a wheel what does	1
5346	matter he sits down	1
5347	to interrupt me valentine	1
5348	impulse to interrupt me	1
5349	family difference is to	1
5350	this family difference is	1
5351	if this family difference	1
5352	interrupt me valentine dazed	1
5353	your next impulse to	1
5354	it when you feel	1
5355	next impulse to interrupt	1
5356	valentine dazed this is	1
5357	me valentine dazed this	1
5358	thank you sir mrs	1
5359	you sir mrs clandon	1
5360	you take that side	1
5361	the parapet with gloria	1
5362	sir mrs clandon mr	1
5363	clandon mr valentine will	1
5364	gloria valentine and gloria	1
5365	valentine next mrs clandon	1
5366	next mrs clandon finch	1
5367	take that side indicating	1
5368	valentine will you take	1
5369	will you take that	1
5370	mccomas pusillanimously there is	1
5371	pusillanimously there is no	1
5372	indicating the side nearest	1
5373	a pleasant meal mccomas	1
5374	there is no reason	1
5375	is no reason why	1
5376	parapet with gloria valentine	1
5377	with gloria valentine and	1
5378	nearest the parapet with	1
5379	side nearest the parapet	1
5380	that side indicating the	1
5381	side indicating the side	1
5382	crampton and valentine next	1
5383	ha bitterly the head	1
5384	table please crampton ha	1
5385	please crampton ha bitterly	1
5386	places gloria next crampton	1
5387	seat thank you sir	1
5388	crampton ha bitterly the	1
5389	of the table waiter	1
5390	fergus will you take	1
5391	will you take the	1
5392	the table waiter holding	1
5393	table waiter holding the	1
5394	bitterly the head of	1
5395	clandon finch i must	1
5396	finch i must put	1
5397	gloria take their places	1
5398	and valentine next mrs	1
5399	i must put you	1
5400	must put you on	1
5401	gloria next crampton and	1
5402	next crampton and valentine	1
5403	their places gloria next	1
5404	take their places gloria	1
5405	valentine and gloria take	1
5406	and gloria take their	1
5407	have a pleasant meal	1
5408	another already today oh	1
5409	already today oh no	1
5410	me introducing mr valentine	1
5411	goes to the end	1
5412	today oh no excuse	1
5413	oh no excuse me	1
5414	the steps mrs clandon	1
5415	him mccomas we are	1
5416	mccomas we are ha	1
5417	introducing mr valentine mr	1
5418	no excuse me introducing	1
5419	excuse me introducing mr	1
5420	all assemble about the	1
5421	one another already today	1
5422	mr mccomas she goes	1
5423	assemble about the table	1
5424	about the table i	1
5425	they all assemble about	1
5426	table nearest the hotel	1
5427	nearest the hotel fergus	1
5428	she goes to the	1
5429	mccomas she goes to	1
5430	mr valentine mr mccomas	1
5431	valentine mr mccomas she	1
5432	playing with him mccomas	1
5433	of the luncheon table	1
5434	waiter comes to the	1
5435	comes to the end	1
5436	even by their playing	1
5437	to have a pleasant	1
5438	end of the luncheon	1
5439	luncheon table next the	1
5440	pleasant meal mccomas pusillanimously	1
5441	meal mccomas pusillanimously there	1
5442	table next the steps	1
5443	next the steps mrs	1
5444	the luncheon table next	1
5445	we are ha going	1
5446	are ha going to	1
5447	and yet relieved even	1
5448	with him mccomas we	1
5449	ha going to have	1
5450	going to have a	1
5451	by their playing with	1
5452	their playing with him	1
5453	relieved even by their	1
5454	yet relieved even by	1
5455	and agony and yet	1
5456	agony and yet relieved	1
5457	face set and sulky	1
5458	quickly with his face	1
5459	with his face set	1
5460	from the garden walking	1
5461	the garden walking quickly	1
5462	his face set and	1
5463	phil you must protect	1
5464	you must protect yourself	1
5465	valentine go away so	1
5466	go and see the	1
5467	must protect yourself as	1
5468	protect yourself as best	1
5469	valentine stiffly excuse me	1
5470	set and sulky valentine	1
5471	and sulky valentine stiffly	1
5472	go towards the window	1
5473	in from the garden	1
5474	sulky valentine stiffly excuse	1
5475	excuse me i thought	1
5476	garden walking quickly with	1
5477	walking quickly with his	1
5478	me i thought the	1
5479	i thought the party	1
5480	stiffly excuse me i	1
5481	go away so suddenly	1
5482	let us go and	1
5483	us go and see	1
5484	o know let us	1
5485	d o know let	1
5486	know yes i d	1
5487	yes i d o	1
5488	so suddenly i wonder	1
5489	suddenly i wonder gloria	1
5490	i dont know yes	1
5491	know let us go	1
5492	i wonder gloria petulantly	1
5493	wonder gloria petulantly i	1
5494	this side between dolly	1
5495	put you on this	1
5496	you on this side	1
5497	did mr valentine go	1
5498	mr valentine go away	1
5499	on this side between	1
5500	between dolly and phil	1
5501	away so suddenly i	1
5502	i d o know	1
5503	dolly and phil you	1
5504	and phil you must	1
5505	side between dolly and	1
5506	they go towards the	1
5507	being tempted to awaken	1
5508	because i was being	1
5509	i was being tempted	1
5510	did i do it	1
5511	i do it because	1
5512	was being tempted to	1
5513	was in deadly earnest	1
5514	in deadly earnest with	1
5515	when i was in	1
5516	depths in you why	1
5517	deadly earnest with me	1
5518	earnest with me when	1
5519	the table please crampton	1
5520	you take the head	1
5521	take the head of	1
5522	the hotel fergus will	1
5523	hotel fergus will you	1
5524	of the table please	1
5525	to stir the depths	1
5526	do it because i	1
5527	it because i was	1
5528	stir the depths in	1
5529	the depths in you	1
5530	heart to stir the	1
5531	i was in jest	1
5532	comes in from the	1
5533	by valentine who comes	1
5534	valentine who comes in	1
5535	window and are met	1
5536	and are met by	1
5537	who comes in from	1
5538	see the dancing they	1
5539	towards the window and	1
5540	the window and are	1
5541	the dancing they go	1
5542	dancing they go towards	1
5543	and see the dancing	1
5544	was i tempted because	1
5545	in you why was	1
5546	you why was i	1
5547	with me when i	1
5548	me when i was	1
5549	why was i tempted	1
5550	tempted because nature was	1
5551	are met by valentine	1
5552	met by valentine who	1
5553	because nature was in	1
5554	nature was in deadly	1
5555	i tempted because nature	1
5556	mrs clandon as they	1
5557	wears hygienic boots dolly	1
5558	dress reform and wears	1
5559	reform and wears hygienic	1
5560	the rectors wife advocates	1
5561	rectors wife advocates dress	1
5562	and wears hygienic boots	1
5563	him to the other	1
5564	of the family the	1
5565	the family the woman	1
5566	to the other member	1
5567	the other member of	1
5568	introduce him to the	1
5569	furtively looks at her	1
5570	hygienic boots dolly furtively	1
5571	boots dolly furtively looks	1
5572	yes i assure you	1
5573	and the rectors wife	1
5574	dolly furtively looks at	1
5575	at her own shoe	1
5576	wife advocates dress reform	1
5577	advocates dress reform and	1
5578	her own shoe valentine	1
5579	own shoe valentine catches	1
5580	looks at her own	1
5581	other member of the	1
5582	daughter dolly madeiras pride	1
5583	masterpiece philip learnings daughter	1
5584	philip learnings daughter dolly	1
5585	gloria dolly dithyrambically natures	1
5586	dolly dithyrambically natures masterpiece	1
5587	learnings daughter dolly madeiras	1
5588	woman of the twentieth	1
5589	our sister gloria dolly	1
5590	sister gloria dolly dithyrambically	1
5591	of the twentieth century	1
5592	the twentieth century our	1
5593	the woman of the	1
5594	we prefer people with	1
5595	prefer people with unimproved	1
5596	have to introduce him	1
5597	member of the family	1
5598	people with unimproved minds	1
5599	case we shall have	1
5600	family the woman of	1
5601	dithyrambically natures masterpiece philip	1
5602	natures masterpiece philip learnings	1
5603	to introduce him to	1
5604	we shall have to	1
5605	shall have to introduce	1
5606	oh yes i assure	1
5607	question ready the moment	1
5608	and has a question	1
5609	has a question ready	1
5610	would be insufferable in	1
5611	is promptitude itself and	1
5612	a question ready the	1
5613	is my brother phil	1
5614	my brother phil phil	1
5615	is mr valentine our	1
5616	its all over the	1
5617	brother phil phil this	1
5618	phil phil this is	1
5619	time the young lady	1
5620	ready the moment he	1
5621	i on time the	1
